date,2308 adjclose,2308 vloume (thousand),2360,3665,1536,1503,4721,2371,1537,1723,6509,8183,1533,2308 foreign investment (m),2308 investment credit (m),2308 dealer (m),MA20,MA60,MACD,RSI,slowk,slowd
2015/11/12,128.08,925899,48.63,99.91,101.42,32.06,19.29,5.58,80.7,89.13,15.49,4.73,41.51,-544.76,8.4,-10.46,133.61,129.38,0.66,41.16,12.39,26.13
2015/11/13,128.48,898032,48.3,103.7,106.37,31.87,19.45,5.58,82.99,89.52,14.75,4.66,40.79,-315.3,12.08,4.93,133.41,129.43,0.18,41.97,12.78,17.8
2015/11/16,129.36,469381,48.3,102.94,101.83,31.91,19.25,5.5,81.03,89.13,15,4.53,40.06,2.07,0.96,6.38,133.26,129.53,-0.17,42.81,25.78,16.99
2015/11/17,129.76,731309,46.99,102.18,105.54,31.91,18.64,5.38,82.67,86.83,15.29,4.49,40.38,-27.68,4.16,20.16,133.14,129.68,-0.37,44.71,39.3,25.95
2015/11/18,126.93,926534,47.32,105.21,108.02,31.98,20.47,5.6,82.01,89.13,15.45,4.61,40.79,-70.3,0,-6.42,132.86,129.88,-0.49,45.61,36.34,33.8
2015/11/19,128.55,1150264,46.99,107.48,107.19,31.79,20.75,5.52,82.67,87.21,15.95,4.59,40.34,-433.63,0.47,-18.53,132.72,130.14,-0.81,40.66,33.14,36.26
2015/11/20,128.55,634189,47.24,107.48,104.72,31.91,21.2,5.56,83.98,89.13,17.23,4.56,41.38,124.5,-123.23,6.84,132.38,130.34,-0.91,44.37,27.98,32.49
2015/11/23,128.15,578503,47.24,106.73,105.13,31.91,23.31,5.56,83.32,88.37,17.56,4.62,40.79,-157.57,1.11,-14.63,131.98,130.54,-0.99,44.37,35.29,32.14
2015/11/24,129.76,297893,46.99,107.1,105.54,31.91,23.47,5.6,82.67,87.98,17.64,4.59,40.88,43.27,-27.42,-5.23,131.81,130.74,-1.07,43.58,51.13,38.13
2015/11/25,128.15,639351,46.99,102.94,100.6,31.91,21.68,5.48,81.35,87.98,17.19,4.54,39.52,83.46,5.3,0,131.37,130.87,-0.99,47.6,52.79,46.4
2015/11/26,130.17,249143,47.16,104.45,103.07,31.87,21.77,5.4,80.7,86.83,16.53,4.49,39.02,-48.34,7.93,1.11,131.15,130.85,-1.05,44.21,69.23,57.72
2015/11/27,128.15,664704,47.73,105.59,101.42,31.83,21.81,5.47,82.99,87.6,16.73,4.49,39.75,160.84,-15.94,13.85,130.87,130.89,-0.92,49.1,53.59,58.54
2015/11/30,126.53,437893,47.73,104.08,101.83,31.83,22.09,5.55,83.32,87.21,16.73,4.49,38.93,-168.8,-8.56,-9.19,130.51,130.9,-0.97,44.86,53.21,58.68
2015/12/1,126.13,1453774,47.32,105.59,103.9,31.59,21.56,5.4,82.67,86.06,16.4,4.49,39.25,-465.59,-14.71,1.72,130.11,130.88,-1.12,41.76,38.33,48.38
2015/12/2,127.34,870906,47.65,105.59,107.19,31.67,21.93,5.45,84.63,88.75,16.9,4.54,40.06,-223.7,0.31,-4.52,129.63,130.91,-1.26,41,46.67,46.07
2015/12/3,129.36,615247,50.03,102.94,105.13,31.67,21.73,5.47,87.59,87.98,17.85,4.53,39.02,35.44,23.78,23.31,129.25,130.93,-1.26,44.29,61.3,48.77
2015/12/4,129.36,893801,49.21,105.59,106.78,31.67,21.52,5.5,85.95,87.98,17.85,4.66,39.29,-46.4,15.2,0.96,129,130.95,-1.09,49.36,77.59,61.85
2015/12/7,130.57,545923,53.31,105.97,108.02,31.63,21.68,5.45,85.62,89.13,18.59,4.78,39.02,-152.8,-44.8,-9.76,128.68,130.81,-0.94,49.36,82.79,73.89
2015/12/8,127.34,704205,58.39,109.75,105.96,31.67,20.99,5.48,85.95,88.37,18.76,4.73,39.52,116.44,-6.94,-1.45,128.42,130.65,-0.71,52.37,59.41,73.26
2015/12/9,125.72,770645,55.77,106.73,107.61,31.63,20.06,5.37,83.98,84.91,18.76,4.7,38.39,-489.35,0,-5.04,128.32,130.46,-0.79,44.72,29.78,57.33
2015/12/10,128.55,438641,52.16,104.45,103.48,31.75,20.26,5.3,81.68,82.22,16.9,4.63,36.26,-306.8,-0.47,4.35,128.35,130.31,-0.97,41.47,24.43,37.87
2015/12/11,125.32,775118,54.13,105.59,103.48,31.59,20.55,5.16,83.32,80.68,16.77,4.63,36.08,-252.17,12.4,8.27,128.19,130.27,-0.87,48.53,24.24,26.15
2015/12/14,124.91,632270,51.91,103.7,102.25,31.67,18.96,5.1,83.32,79.15,15.25,4.62,35.58,-235.29,0,-2.95,127.97,130.21,-1.04,42.25,30.91,26.53
2015/12/15,125.32,273705,52.9,102.18,103.07,31.59,18.64,5.1,81.68,77.99,15.33,4.55,34.62,-27.19,-2.16,-10.35,127.74,130.12,-1.19,41.53,21.62,25.59
2015/12/16,127.34,500137,53.31,103.7,101.42,31.51,19.17,5.16,81.68,78.38,15.7,4.53,35.53,-149.42,-51.15,2.95,127.76,130.1,-1.27,42.59,35.56,29.36
2015/12/17,128.15,515082,55.11,106.73,104.31,31.51,20.06,5.2,82.01,80.3,15.62,4.57,36.26,78.75,0,-8.03,127.74,130.11,-1.15,47.69,52.7,36.62
2015/12/18,127.74,776756,55.03,109,106.37,31.59,20.95,5.24,82.01,83.76,16.03,4.56,36.66,24.88,-1.59,-18.23,127.7,130.07,-0.98,49.62,71.08,53.11
2015/12/21,126.13,663224,54.13,109,105.54,31.59,20.51,5.3,81.68,82.6,15.74,4.56,36.94,16.91,-1.42,25.91,127.6,130.06,-0.87,48.65,66.23,63.34
2015/12/22,127.34,520840,52.9,111.65,101.42,31.51,20.39,5.5,82.01,79.91,15.66,4.55,36.85,-2.96,-26.52,-11.86,127.48,130.12,-0.91,44.89,63.26,66.86
2015/12/23,125.32,477024,52.65,109.75,101.01,31.59,20.14,5.38,80.7,79.91,15.66,4.51,36.26,174.67,-25.67,1.26,127.34,130.16,-0.82,48.13,35.99,55.16
2015/12/24,126.53,326881,52.98,108.24,98.95,31.55,20.1,5.43,81.35,80.68,16.11,4.5,36.21,-100.29,-4.03,-6.98,127.16,130.2,-0.91,43.53,37.5,45.58
2015/12/25,125.72,223602,53.64,105.97,99.77,31.63,19.74,5.47,81.68,80.68,15.95,4.5,35.35,102.35,-0.16,2.03,127.04,130.16,-0.87,46.81,27.78,33.75
2015/12/28,126.93,238694,53.06,108.62,100.6,31.63,19.61,5.5,84.31,80.3,15.95,4.53,35.8,-8.71,-15.55,-3.58,127.06,130.15,-0.9,44.94,55.56,40.28
2015/12/29,124.51,375590,53.06,109.37,100.18,31.51,19.45,5.45,84.31,80.68,16.49,4.54,35.67,-18.84,-6.28,-62.49,126.97,130.08,-0.81,48.29,52.22,45.19
2015/12/30,124.51,455098,52.49,109.37,101.01,31.59,19.41,5.5,85.29,79.91,16.32,4.48,36.08,-172.94,-34.65,-7.24,126.83,129.98,-0.92,42.7,54.44,54.07
2015/12/31,125.72,263815,52.57,110.13,99.36,31.67,19.53,5.52,86.27,81.07,16.32,4.49,36.08,29.72,-5.54,9.24,126.65,129.87,-1,42.7,50,52.22
2016/1/4,120.47,411378,52.41,110.51,99.77,33.1,19.78,5.58,86.6,81.83,16.28,4.47,35.94,-77.75,94.7,-8.24,126.21,129.63,-0.96,46.3,36.67,47.04
2016/1/5,120.06,966711,52.98,112.4,97.71,31.91,19.09,5.37,85.29,80.68,15.82,4.42,34.81,-343.59,-82.84,-22.5,125.68,129.39,-1.33,35.8,28.89,38.52
2016/1/6,119.66,1575244,53.06,110.51,101.01,31.63,18.56,5.33,83.98,80.68,15.66,4.42,34.62,-153.7,-127.71,88.36,125.3,129.2,-1.64,35.14,9.26,24.94
2016/1/7,119.66,793384,54.54,112.4,100.6,31.75,18.68,5.31,84.63,80.3,15.37,4.36,32.72,-80.81,-9.62,3.55,124.99,128.99,-1.9,34.45,20.85,19.67
2016/1/8,118.04,937239,51.75,109.37,98.95,31.71,17.95,5.2,83.32,79.15,14.79,4.31,30.91,-318.35,-27.97,43.22,124.47,128.81,-2.07,34.45,21.36,17.16
2016/1/11,117.23,601130,52,113.54,100.6,31.67,18.52,5.27,85.29,80.3,15.04,4.38,32.99,-191.11,-38.69,10.07,124.06,128.55,-2.32,31.6,30.99,24.4
2016/1/12,119.25,818850,51.09,114.29,102.25,31.67,17.22,5.15,83.32,80.68,14.79,4.38,33.27,-154.72,-34.08,-27.7,123.78,128.33,-2.55,30.25,43.84,32.06
2016/1/13,119.66,507536,49.29,110.13,97.3,31.75,16.93,5.1,82.99,80.3,14.54,4.38,33.54,-68.88,-26.11,2.36,123.5,128.13,-2.54,37.44,68.55,47.79
2016/1/14,115.62,507104,49.21,112.78,100.18,31.67,17.06,5.1,82.99,80.3,14.92,4.37,32.68,-192.55,6.51,-1.92,122.91,127.84,-2.47,38.8,60.77,57.72
2016/1/15,116.83,1072651,48.96,109.75,90.29,31.59,16.73,5.08,81.68,80.68,15.2,4.36,31.54,-684.54,-108.97,28.89,122.35,127.6,-2.71,31.44,50.21,59.84
2016/1/18,113.59,1037921,49.37,106.35,89.05,31.35,16.93,5.01,82.01,81.45,15.12,4.38,31.82,-349.83,-169.35,-23.26,121.64,127.24,-2.77,35.4,25,45.33
2016/1/19,109.55,1100142,50.03,109.75,94,31.63,17.18,5.04,82.67,82.22,15.29,4.49,33.17,-453.11,-59.99,8.99,120.81,126.8,-3.05,30.37,25.9,33.7
2016/1/20,105.51,1609924,50.44,110.51,98.95,31.59,17.62,5.14,84.31,82.6,16.2,4.42,32.99,-542.95,12.33,6.1,119.72,126.34,-3.55,25.49,12.01,20.97
2016/1/21,103.08,1560693,50.36,105.21,99.36,31.43,17.1,5.04,84.31,81.45,15.49,4.47,31.82,-280.05,-55.07,-19.44,118.61,125.77,-4.22,21.73,12.14,16.68
2016/1/22,107.93,1796703,51.09,104.45,97.71,31.43,16.81,5.01,85.62,80.3,15.41,4.39,31.36,-257.04,6.63,20.15,117.68,125.33,-4.9,19.84,23.28,15.81
2016/1/25,112.79,1291919,50.03,109,107.19,31.55,16.73,5.01,87.26,80.68,15.95,4.38,31.63,364.32,-14.15,23.63,117.03,124.98,-4.98,32.49,55.57,30.33
2016/1/26,110.36,800301,50.11,114.29,108.02,31.59,17.06,5.13,89.88,82.22,16.11,4.46,34.76,291.56,2.51,-13.53,116.2,124.59,-4.61,42.3,76.77,51.87
2016/1/27,109.15,775079,50.36,117.32,109.67,31.51,17.58,5.07,90.21,80.68,15.87,4.36,37.71,-96.78,-12.69,-4.1,115.43,124.17,-4.45,39.23,82.83,71.72
2016/1/28,109.15,477086,50.52,118.08,110.49,31.51,17.42,5.07,87.91,80.3,15.49,4.39,38.48,26.06,-66.42,2.16,114.67,123.71,-4.38,37.75,68.08,75.89
2016/1/29,112.79,640363,51.42,119.21,109.67,31.59,17.5,5.1,87.91,81.45,15.49,4.36,37.75,-79.52,-1.35,5.4,114.02,123.31,-4.27,37.75,71.76,74.22
2016/1/30,114.4,863550,54.05,120.73,113.79,31.59,17.87,5.18,89.23,82.6,15.66,4.42,37.71,113.83,0.42,-9.35,113.72,122.97,-3.85,44.96,79.35,73.06
2016/2/1,111.57,202353,53.55,118.46,111.73,31.51,17.87,5.19,87.91,82.99,15.91,4.43,38.25,52.78,3.96,3.4,113.29,122.55,-3.34,47.84,78.47,76.53
2016/2/2,109.96,793251,53.72,117.7,111.73,31.55,17.62,5.13,85.95,87.98,15.62,4.49,39.07,-60.44,-23.6,-2.9,112.81,122.17,-3.13,43.54,56.25,71.36
2016/2/3,107.13,457412,54.05,118.84,110.49,31.51,17.66,5.12,86.6,86.06,15.66,4.47,38.07,-111.38,-22.44,7.07,112.18,121.83,-3.06,41.25,25,53.24
2016/2/15,108.74,595699,53.31,119.97,108.84,31.51,17.71,5.07,86.93,85.68,15.58,4.42,37.71,-175.43,-25.84,12.32,111.71,121.51,-3.2,37.54,23.81,35.02
2016/2/16,114,733673,51.09,118.84,109.67,31.79,17.62,5.06,85.95,84.14,15.49,4.42,37.8,-17.89,-0.27,13.05,111.55,121.27,-3.14,40.82,44.36,31.06
2016/2/17,112.38,992994,54.05,126.03,106.37,31.79,18.07,5.25,85.62,86.83,15.7,4.44,38.16,252.95,0.85,35.11,111.21,120.99,-2.64,50,68.81,45.66
2016/2/18,112.79,709329,53.31,124.51,105.13,31.83,17.1,5.15,84.63,86.83,15.82,4.51,40.83,-195.71,-5.14,-30.16,110.87,120.7,-2.35,47.56,78.89,64.02
2016/2/19,114,582730,53.55,126.03,106.37,31.87,18.8,5.16,84.31,88.75,16.24,4.56,40.61,-116.76,-21.2,24.83,110.78,120.49,-2.06,48.24,78.89,75.53
2016/2/22,112.79,424604,53.88,126.03,106.37,31.79,18.52,5.16,85.29,88.37,15.99,4.56,40.24,71.49,0.42,-1.55,110.58,120.22,-1.71,50.32,73.19,76.99
2016/2/23,110.36,249657,54.7,124.13,108.84,31.67,18.76,5.19,87.91,87.98,15.74,4.49,40.56,-25.25,0.42,-0.7,110.42,119.92,-1.52,48.23,50.42,67.5
2016/2/24,107.53,601138,54.7,123.38,107.19,31.51,18.92,5.26,87.91,88.37,15.74,4.55,40.79,-150.42,-40.27,-8.74,110.32,119.58,-1.54,44.27,21.53,48.38
2016/2/25,105.51,753120,55.03,126.41,105.96,31.51,18.64,5.29,86.27,88.37,15.74,4.56,39.79,-158.4,-87.65,-2.26,110.32,119.17,-1.77,40.12,2.78,24.91
2016/2/26,108.74,1247396,57.16,122.24,105.13,31.59,18.48,5.27,87.59,88.37,15.74,4.54,39.7,-538.31,-37.32,3.65,110.6,118.85,-2.09,37.43,13.33,12.55
2016/3/1,108.74,1206192,57.82,122.24,106.78,31.71,18.88,5.27,88.24,89.52,15.87,4.55,40.15,103.3,-3.9,14.8,110.64,118.49,-2.05,43.92,27.37,14.49
2016/3/2,110.76,859096,60.61,124.51,110.49,31.59,19.41,5.28,88.24,89.52,16.11,4.55,40.47,-244.79,0,10.49,110.54,118.2,-2.01,43.92,56.26,32.32
2016/3/3,114,631175,61.1,123,108.02,31.59,19.94,5.37,86.93,89.13,16.73,4.57,40.06,-88.5,-0.14,23.56,110.72,117.99,-1.78,47.84,76.26,53.29
2016/3/4,114,1200804,61.26,120.35,103.48,31.59,20.1,5.42,87.59,89.9,16.65,4.59,39.34,359.41,-1.41,-11.28,110.97,117.79,-1.33,53.45,93.7,75.41
2016/3/7,113.59,597797,60.77,120.73,101.83,31.63,19.98,5.57,86.93,91.44,16.65,4.73,39.47,-88.13,0,0.56,111.19,117.56,-0.96,53.45,89.38,86.45
2016/3/8,114,589868,61.18,115.81,98.95,31.59,20.22,5.78,85.62,93.74,16.69,4.82,39.38,-0.14,-13.63,-2.95,111.25,117.31,-0.69,52.63,80.49,87.86
2016/3/9,112.38,432012,60.11,118.46,100.18,31.59,20.22,5.74,85.62,93.36,16.61,4.82,39.7,79.52,0,-13.54,111.15,117.02,-0.44,53.4,55.67,75.18
2016/3/10,114.81,423560,59.7,118.08,99.36,31.55,21.28,5.61,87.26,91.06,16.32,4.83,39.11,-76.31,-10.01,7.65,111.31,116.76,-0.37,49.9,56.11,64.09
2016/3/11,113.59,532874,59.38,116.57,100.6,31.71,21.2,5.69,88.57,91.06,16.36,4.95,38.89,59.07,17.61,11.5,111.49,116.53,-0.12,54.69,44.17,51.98
2016/3/14,114.81,755755,59.54,118.84,102.25,31.75,21.93,5.63,89.23,90.67,16.65,5.17,39.25,-192.06,22.48,-7.73,111.88,116.35,-0.01,52.02,62.5,54.26
2016/3/15,112.38,1362914,60.03,123,100.6,31.59,21.81,5.63,89.55,89.52,17.31,5.32,40.43,-543.15,2.27,21.3,112.06,116.08,0.16,54.42,37.5,48.06
2016/3/16,114.81,652614,58.64,119.97,100.6,31.59,20.95,5.42,89.55,87.98,16.57,5.24,39.29,-139.83,-0.14,-28.36,112.1,115.91,0.11,49.12,50,50
2016/3/17,114,628121,60.28,123,101.01,31.55,22.98,5.46,89.55,88.37,16.69,5.3,39.29,28.54,0,-9.23,112.18,115.72,0.26,53.95,38.33,41.94
2016/3/18,116.02,838392,59.95,123.38,101.83,31.59,22.37,5.5,91.19,87.6,16.82,5.3,43.19,-71.35,-4.09,-13.4,112.34,115.57,0.31,52.17,68.33,52.22
2016/3/21,117.64,1006920,60.03,121.86,104.72,31.67,22.54,5.52,93.82,87.21,17.27,5.3,45.32,172.49,42.91,-26.12,112.52,115.41,0.5,56.07,76.67,61.11
2016/3/22,118.04,722832,59.21,125.27,107.61,31.67,22.98,5.53,94.15,88.37,17.06,5.34,43.92,84.97,-0.73,-9.89,112.79,115.24,0.78,58.95,96.67,80.56
2016/3/23,117.23,609057,59.46,124.89,108.43,31.43,22.66,5.6,92.83,89.9,16.73,5.35,48.22,49.93,-40.88,-24.82,113.13,115.06,1.02,59.66,92.31,88.55
2016/3/24,115.62,440387,57.65,122.62,110.49,31.55,22.46,5.61,92.18,88.37,16.94,5.36,48.76,-31.76,0,2.47,113.53,114.89,1.13,57.51,72.86,87.28
2016/3/25,113.19,509949,57.08,121.49,110.08,31.55,21.85,5.53,91.52,87.21,16.69,5.33,49.49,-145.43,1,-4.43,113.92,114.65,1.08,53.37,41.91,69.03
2016/3/28,112.38,375410,55.6,121.49,108.02,31.55,21.93,5.5,91.85,87.21,16.36,5.29,48.95,-171.36,-3.5,6.58,114.1,114.44,0.83,47.81,20.19,44.99
2016/3/29,110.76,482118,56.51,124.51,110.49,31.59,22.09,5.37,91.52,86.44,16.11,5.19,48.49,-3.06,-13.48,2.78,114.2,114.17,0.56,46.08,7.97,23.36
2016/3/30,114.81,508158,56.42,121.11,108.84,31.59,21.16,5.35,90.21,86.44,15.66,5.23,48.86,-83.71,0,-9.86,114.4,113.99,0.22,42.76,28.51,18.89
2016/3/31,114.81,569793,55.77,123.38,110.49,31.39,21.2,5.36,89.88,86.83,15.87,5.34,50.31,168.55,0,36.92,114.44,113.79,0.27,52.07,52.79,29.75
2016/4/1,113.19,583837,56.75,129.43,115.44,31.55,21.56,5.37,93.16,87.21,15.87,5.34,51.3,47.14,2.27,-12.64,114.4,113.6,0.3,52.07,69.07,50.12
2016/4/6,113.19,456083,56.92,133.97,115.44,31.51,22.42,5.35,92.18,86.44,16.44,5.45,50.31,-95.34,0,-2.8,114.38,113.41,0.2,48.42,64.1,61.99
2016/4/7,111.17,912001,56.42,147.22,126.98,31.47,24.12,5.27,90.87,86.44,17.56,5.42,49.85,140.7,0,-2.24,114.24,113.17,0.11,48.42,38.68,57.28
2016/4/8,113.19,446348,56.18,142.3,123.68,31.47,24.49,5.24,91.52,86.06,16.94,5.46,50.85,-97.21,-8.94,-8.39,114.28,113.05,-0.12,43.95,37.39,46.72
2016/4/11,113.19,543342,56.51,155.17,131.93,31.47,24.53,5.29,90.54,85.68,16.9,6,49.67,-23.24,0,5.74,114.2,112.93,-0.13,49.01,44.44,40.17
2016/4/12,111.57,500121,58.15,150.25,126.57,31.47,25.75,5.24,90.87,85.68,17.19,6.2,47.22,-24.92,0,4.48,114.1,112.8,-0.14,49.01,50,43.95
2016/4/13,114,460662,59.46,144.57,120.39,31.47,25.99,5.17,90.21,87.6,16.86,6.22,47.13,21.8,4,-15.04,114.06,112.7,-0.28,45.22,66.67,53.7
2016/4/14,115.62,799004,58.06,152.14,124.51,31.47,26.8,5.22,90.54,86.83,17.15,6.21,48.13,143.26,1.55,6.63,114.22,112.66,-0.19,51.31,68.33,61.67
2016/4/15,121.27,748839,56.92,148.36,126.16,31.47,26.44,5.2,92.18,87.6,16.82,6.11,47.22,210.93,3.29,13.01,114.54,112.73,0.01,54.9,93.33,76.11
2016/4/18,122.08,1322493,57.9,163.12,131.52,31.51,27.9,5.18,92.83,86.83,16.9,6.03,47.13,742.05,-4.65,43.5,114.95,112.78,0.62,64.73,86.47,82.71
2016/4/19,118.85,1869633,57.24,160.47,129.46,31.51,30.66,5.13,92.18,85.68,17.52,6.04,48.58,119.44,311.36,39.26,115.09,112.77,1.16,65.87,77.45,85.75
2016/4/20,118.45,1625663,57.41,157.82,132.34,31.51,30.21,5.14,91.85,86.06,17.19,6.17,47.59,13.23,66.44,-20.29,115.13,112.81,1.3,57.8,55.66,73.19
2016/4/21,120.87,1163188,57.16,154.41,132.34,31.51,30.86,5.09,89.23,86.06,16.9,6.17,46.68,281.13,-0.15,-23.73,115.27,112.88,1.37,56.86,46.58,59.89
2016/4/22,121.27,914937,56.59,155.17,137.29,31.47,31.07,5.07,88.9,85.68,16.9,6.22,45.86,386.01,7.33,7.62,115.47,113.01,1.6,60.95,44.72,48.98
2016/4/25,122.08,586320,55.93,150.63,134.4,31.51,32.45,5.07,86.6,85.68,16.82,6.18,47.77,43.2,112.5,-9.9,115.8,113.22,1.8,61.61,52.48,47.93
2016/4/26,122.89,424557,55.36,150.25,138.53,31.19,31.92,5.13,86.6,84.91,16.82,6.13,46.5,-6.95,139.37,-2.72,116.28,113.51,2,62.94,66.04,54.41
2016/4/27,123.3,520352,57.33,152.9,137.7,31.35,31.55,5.06,87.91,84.91,16.86,6.12,46.23,112.94,67.18,-2.13,116.83,113.84,2.19,64.28,75.25,64.59
2016/4/28,120.87,979794,56.42,149.87,138.11,31.39,31.67,5.06,87.91,83.76,16.94,6.12,46.14,235.46,1.07,-37.21,117.33,114.06,2.35,64.97,62.01,67.77
2016/4/29,121.27,801881,55.69,150.63,134.4,31.43,29.03,5.05,89.23,83.76,16.49,6.05,44.41,-80.58,12.26,-23.77,117.66,114.2,2.26,57.83,42.17,59.81
2016/5/3,118.04,978117,58.72,139.27,127.81,31.59,29.24,5.04,87.59,82.99,16.03,6.07,42.24,85.8,5.4,-4.95,117.82,114.33,2.19,58.65,17.17,40.45
2016/5/4,114,713934,59.05,141.54,125.33,31.39,29.48,4.97,86.27,82.6,16.16,6.12,41.29,-75.77,19.86,1.75,117.86,114.41,1.86,50.28,11.11,23.49
2016/5/5,114.81,984301,58.39,139.27,121.21,31.43,28.22,4.9,86.27,81.07,16.03,6.1,39.79,-243.79,-10.43,0.56,117.94,114.5,1.25,42.17,2.67,10.32
2016/5/6,113.59,670284,59.46,140.41,124.92,31.47,30.29,4.83,86.6,81.83,16.36,6.12,41.56,-249.07,-0.28,1.42,118.06,114.52,0.82,44.11,4.12,5.96
2016/5/9,114,623849,60.03,139.27,124.51,31.47,28.51,4.85,85.62,81.83,16.11,6.09,40.15,-295.05,0,-9.13,118.1,114.51,0.39,41.84,7.82,4.87
2016/5/10,114,344778,60.69,131.33,116.68,31.51,27.17,4.75,86.27,80.68,15.99,6.1,38.7,-99.41,7.05,0,118.14,114.55,0.07,42.9,11.21,7.72
2016/5/11,114,463530,59.7,135.87,123.68,31.59,28.22,4.75,88.57,79.53,16.69,6.12,40.97,-197.54,0,27.64,118.26,114.62,-0.18,42.9,18.1,12.38
2016/5/12,112.79,739133,60.61,132.08,118.74,31.55,27.45,4.67,87.26,80.3,16.61,6.12,39.75,-354.9,0,-4.94,118.2,114.71,-0.37,42.9,18.56,15.96
2016/5/13,113.59,788268,60.52,128.3,110.9,31.55,25.83,4.61,85.62,80.68,16.11,6.06,38.98,-422.82,0,-28.46,118.1,114.79,-0.62,40.17,26.78,21.15
2016/5/16,113.19,475161,60.03,133.22,115.85,31.51,26.68,4.61,85.95,82.22,16.03,6.05,38.43,-117.74,-0.28,-6.18,117.7,114.78,-0.73,42.78,29.56,24.97
2016/5/17,113.59,347925,59.21,131.33,115.85,31.43,26.35,4.63,86.6,81.45,15.87,6.05,38.84,10.08,0,-3.22,117.27,114.8,-0.85,41.8,42.06,32.8
2016/5/18,113.19,327666,59.79,135.49,119.56,31.59,26.44,4.66,86.93,81.83,15.99,6.11,39.79,-55.08,0,-6.6,116.99,114.81,-0.9,43.2,38.89,36.84
2016/5/19,111.57,557428,61.92,132.84,117.5,31.59,26.52,4.59,86.93,82.22,15.99,6.18,39.02,-18.62,-73.64,-18.76,116.65,114.77,-0.96,42.11,38.89,39.95
2016/5/20,111.57,563229,61.51,134.73,117.09,31.59,27.21,4.68,87.59,81.45,15.95,6.7,38.98,-174.71,-0.97,-28.43,116.18,114.75,-1.13,37.97,33.33,37.04
2016/5/23,114.4,371427,61.26,137,117.5,31.75,28.02,4.77,87.26,80.68,15.95,6.73,39.2,-93.56,-21.53,7.18,115.84,114.81,-1.25,37.97,52.78,41.67
2016/5/24,114,728875,61.51,143.06,122.04,31.98,29.24,4.85,87.91,80.68,16.03,7.27,40.38,-57.73,-6.65,10.19,115.43,114.92,-1.1,48.29,69.44,51.85
2016/5/25,114.81,215411,61.59,140.79,119.97,31.91,29.56,4.9,88.24,81.07,16.03,7.28,40.61,-25.8,-0.42,-1.55,115.03,115.08,-1,47.09,81.86,68.03
2016/5/26,116.02,449285,61.84,142.3,119.56,31.87,29.08,4.97,88.57,81.45,16.07,7.25,40.79,-24.85,5.68,29.96,114.67,115.2,-0.85,49.79,79.88,77.06
2016/5/27,115.62,260470,63.97,141.17,120.39,31.83,29.2,4.96,87.59,82.22,16.07,7.18,40.88,40.18,1.87,-12.05,114.4,115.31,-0.62,53.61,78.29,80.01
2016/5/30,119.66,424126,63.72,141.92,122.45,31.91,31.07,5.07,89.55,84.52,16.32,7.22,40.83,15.16,0,-1.57,114.32,115.46,-0.47,52.19,82.83,80.33
2016/5/31,121.27,870706,64.21,144.57,128.22,31.87,30.98,5.09,89.55,84.91,16.24,7.23,40.34,42.33,0.15,36.11,114.48,115.58,-0.03,62.84,80.93,80.68
2016/6/1,122.49,1191385,64.13,142.68,126.98,31.87,30.17,5.08,90.21,84.52,16.03,7.23,41.51,69.45,5.1,22.65,114.91,115.72,0.45,66.09,86.4,83.39
2016/6/2,119.66,857047,63.89,141.54,127.81,31.87,30.33,5.06,89.23,84.52,16.16,7.56,41.69,-95.29,0,2.58,115.15,115.82,0.92,68.33,76.85,81.39
2016/6/3,122.49,764231,63.72,137.76,124.1,31.83,29.24,5.05,89.88,83.76,15.87,7.44,40.74,-115.74,0.59,3.4,115.6,115.97,1.05,58.6,81.67,81.64
2016/6/4,122.08,727966,64.13,135.49,124.1,31.79,28.91,5.07,88.24,82.6,15.74,7.44,40.74,471.17,0.15,-0.76,116,116.13,1.36,64.11,75,77.84
2016/6/6,122.49,149082,63.72,136.25,124.1,31.83,29.56,5.07,88.9,83.76,15.78,7.4,40.74,7.85,32.92,11.48,116.42,116.26,1.56,62.82,82.41,79.69
2016/6/7,123.7,603682,65.61,138.89,129.46,31.83,29.93,5.02,88.57,83.37,15.78,7.38,40.24,241.95,-2.88,1.82,116.91,116.42,1.73,63.61,78.7,78.7
2016/6/8,123.3,1005408,65.61,137,130.28,31.87,29.97,5.02,87.91,83.37,15.74,7.36,39.75,666.16,-7.65,14.54,117.43,116.57,1.94,65.93,70.37,77.16
2016/6/13,121.27,911978,65.28,142.3,129.87,31.87,30.13,5.01,88.24,82.99,15.74,7.5,40.88,310.49,64.81,26.99,117.82,116.71,2.05,64.45,50,66.36
2016/6/14,122.89,1099734,65.77,136.25,128.63,31.87,29.08,4.84,87.59,81.07,15.78,7.68,39.84,-153,3.45,2.4,118.3,116.85,1.96,57.51,38.89,53.09
2016/6/15,121.68,519758,64.87,137.38,130.69,31.91,29.32,4.88,87.26,81.07,15.91,7.69,39.75,285.76,15.2,3.19,118.71,116.98,1.99,61.12,30.56,39.81
2016/6/16,120.47,683907,64.79,137,127.4,31.91,31.59,4.92,86.93,80.68,15.87,7.82,40.06,-272.86,84.28,23.63,119.07,117.05,1.89,57.2,33.33,34.26
2016/6/17,122.89,1045435,65.61,137.38,126.16,31.67,31.15,4.87,90.54,80.3,16.2,7.96,39.25,-156.9,27.57,-4.92,119.64,117.14,1.7,53.5,46.97,36.95
