2308 vloume (thousand),2360,3665,1536,1503,4721,2371,1537,1723,6509,8183,1533,2308 foreign investment (m),2308 investment credit (m),2308 dealer (m),MA20,MA60,MACD,RSI,slowk,slowd
"2,085,514",184.5,303,89.5,62.1,131.5,32.95,141,115,40.7,63.4,58.6,320.26,145.26,10.99,265.68,250.18,0.6,59.12,71.7,51.46
"1,399,729",193.5,305.5,90.3,63.1,129,32.7,142,115,41.65,64,59.5,174.15,26.46,2.97,265.43,251.08,1.21,61.18,86.25,71
"1,468,178",203.5,323,92.1,62.4,128,32.8,142.5,115,42.1,63.8,59.8,-269,30.67,32.28,265.2,251.76,1.58,59.57,80,79.32
"1,672,029",200,321.5,95,62,127.5,32.6,142.5,114,42.3,63.4,59.5,-156.51,252.46,-18.22,265.1,252.58,1.78,57.92,79.79,82.01
"1,286,700",202.5,320,93.8,63,126,32.85,141.5,114.5,42.45,62.7,59.2,-1.89,112.53,10.82,264.7,253.18,2.11,60.83,60.7,73.5
"1,838,806",198.5,318,92.5,61.6,124,32.95,141.5,112.5,41.8,61.3,58.2,-437.75,-14.02,-32.8,264.53,253.77,1.87,51.61,56.91,65.8
"971,495",196,310.5,92.9,61.8,121,32.85,141.5,112.5,40.7,59.6,57.5,155.21,4.3,-3.23,264.6,254.44,2.02,56.89,57.36,58.32
"1,200,721",196.5,310,93.7,62.2,123.5,33.1,141,113,41.1,62.1,57.7,81.84,7.32,114.09,264.65,255.05,2.28,59.03,61.55,58.61
"922,441",190.5,304.5,92.7,60.8,126.5,32.85,139.5,111.5,41.45,61.3,58.3,-114.01,1.6,19.76,264.8,255.76,2.13,53.33,65.73,61.55
"1,053,837",192,312.5,94,60.5,130,32.85,140,112.5,42.3,62,58.5,-35.91,16.47,79.11,264.73,256.51,2.23,56.7,51.45,59.58
"875,848",186,300,91.5,60.6,127.5,32.85,139.5,112,42.4,60.3,57,-61.83,66.89,-1.33,264.35,257.16,2,51.98,44.44,53.87
"1,539,495",180,286,88.2,58.6,120,32.65,137.5,108,38.85,56.5,53.5,-526.73,98.73,-4.95,264.33,257.88,1.32,45.05,28.38,41.42
"1,321,911",184,293.5,93.5,58.3,122.5,32.9,138,107.5,39.1,59,54.3,-84.1,26.2,79.39,263.73,258.4,0.9,46.95,14.1,28.97
"1,825,158",178,277,90.2,58,112,32.1,137,103,36.9,54,50.9,-243.18,30.24,-38.05,263.2,259.1,-0.25,37.6,14.1,18.86
"1,634,411",179,277.5,91.2,57.9,112,31.75,137.5,107,37.1,55.5,51.6,-23.99,19.7,-15.4,262.93,259.63,-1.1,38.26,18.4,15.53
"1,724,965",180,280.5,91.5,58.1,114.5,31.8,138,106.5,38.2,55.7,51.5,-353.44,38.2,14.42,262.78,260.04,-1.71,38.96,31.73,21.41
"699,691",176.5,275.5,90.6,57,114.5,31.85,137,105.5,38.45,57.5,52.2,-41.08,15.37,4.79,262.93,260.53,-2.26,38.03,51.14,33.76
"996,637",184,283,92.4,57,118.5,32.95,137.5,106.5,39.35,59.3,53.5,-12.15,39.29,67.21,263.53,261.17,-2.14,46.87,68.98,50.62
"2,298,969",186.5,285.5,92.2,56.9,117.5,33.05,140,105.5,39.05,58.3,52.8,583.2,-0.81,1.35,264.6,261.82,-1.14,57.83,87.59,69.24
"3,301,955",186.5,289,90.5,56.6,118,33.05,140.5,106,39.2,59.4,53.9,1720.57,193.84,6.41,264.95,262.41,0.37,64.32,90.61,82.39
